accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
AJ400628.2	7998	1041	25	0.4988532	0.110062	Human papillomavirus type 87 (candidate) complete genome	120381	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 3	human papillomavirus 87	human papillomavirus 87	W162	28400284
AJ620205.1	7975	406	7	0.14722045	0.0309061	Human papillomavirus type 43 complete genome	10591	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 8	human papillomavirus 43	human papillomavirus 43	W162	28400284
AJ620210.1	7337	3600	109	2.2088494	0.523101	"Human papillomavirus type 95 E6 gene, E7 gene, E1 gene, E2 gene, E4 gene, L2 gene and L1 gene"	260716	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	Human papillomavirus 95	Human papillomavirus 95	W162	28400284
AJ620211.1	7881	150	1	0.019402405	0.00446782	Human papillomavirus type 94 complete genome	260717	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 2	Human papillomavirus 94	Human papillomavirus 94	W162	28400284
AX025718.1	3313	942	127	5.91938	1.34977	Sequence 75 from Patent WO0028039	687357	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 18	unclassified Torque teno virus 18 subspecies/strain	unclassified Torque teno virus 18 strain	W162	28400284
AX344110.1	5234	514	10	0.29504326	0.0672734	Sequence 65 from Patent WO0200924	185639	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Scindoambidensovirus	Orthopteran scindoambidensovirus 1	Acheta domestica densovirus	Acheta domestica densovirus	W162	28400284
AY095351.2	4094	491	30	1.0661764	0.258018	"Aedes albopictus C6/36 cell densovirus non-structural protein 1 (NS-1), non-structural protein 2 (NS-2), and capsid protein (VP) genes, complete cds"	194675	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevidensovirus	Dipteran brevidensovirus 2	Aedes albopictus C6/36 cell densovirus	Aedes albopictus C6/36 cell densovirus	W162	28400284
AY116592.1	2592	206	0	0.2882883	0	"Bovine rotavirus RF guanylyl transferase VP3 mRNA, complete cds"	10933	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus strain RF	Bovine rotavirus strain RF	W162	28400284
AY197548.2	7448	150	1	0.020553576	0.00472757	"Enzootic nasal tumour virus of goats, complete genome"	239365	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Enzootic nasal tumour virus of goats	unclassified Enzootic nasal tumour virus of goats subspecies/strain	unclassified Enzootic nasal tumour virus of goats strain	W162	28400284
AY228555.1	1996	148	1	0.039544962	0.0176407	"Mulard duck circovirus isolate DuCV, complete genome"	232802	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Duck circovirus	Mulard duck circovirus	Mulard duck circovirus	W162	28400284
AY237420.2	7458	150	9	0.18472907	0.042491	"Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA"	234601	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Mc10	Sapovirus Mc10	W162	28400284
AY382778.1	7450	3658	188	3.6352055	0.888544	"Human papillomavirus type 93, complete genome"	247268	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	Human papillomavirus 93	Human papillomavirus 93	W162	28400284
AY382779.2	7438	4105	82	1.7984358	0.388182	"Human papillomavirus type 96, complete genome"	247269	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 5	Human papillomavirus type 96	Human papillomavirus type 96	W162	28400284
AY386330.1	5596	5124	418	11.332538	2.63012	"B19 virus isolate J35, complete genome"	10798	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 1	Human parvovirus B19	Human parvovirus B19	W162	28400284
AY388617.1	4693	2545	151	4.964781	1.13293	"Bovine adeno-associated virus, complete genome"	256548	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus B	Bovine adeno-associated virus	Bovine adeno-associated virus	W162	28400284
AY394721.1	1988	414	16	1.2709466	0.283388	"Muscovy duck circovirus isolate TC1/2002, complete genome"	257468	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Duck circovirus	Muscovy duck circovirus	Muscovy duck circovirus	W162	28400284
AY518894.1	27555	859	7	0.03444627	0.00894489	"Human group 1 coronavirus associated with pneumonia, complete genome"	270642	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus NL63	Human group 1 coronavirus associated with pneumonia	Human group 1 coronavirus associated with pneumonia	W162	28400284
AY527226.1	528	149	1	0.58201057	0.0666873	"Bovine rotavirus G15P21 nonstructural protein 4 gene, complete cds"	263599	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus G15P21	Bovine rotavirus G15P21	W162	28400284
AY614708.1	5230	243	0	1.4267716	0	"Simian agent 12, complete genome"	46771	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	unclassified Polyomaviridae genus	Simian virus 12	unclassified Simian virus 12 subspecies/strain	unclassified Simian virus 12 strain	W162	28400284
AY646856.2	7500	3839	177	3.6591837	0.830978	"Sapovirus NongKhai-24/Thailand, complete genome"	300717	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-24/Thailand	Sapovirus NongKhai-24/Thailand	W162	28400284
AY666122.2	3748	333	31	1.3140633	0.291232	"Torque teno virus 3 strain HEL32, complete genome"	687342	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 3	unclassified Torque teno virus 3 subspecies/strain	unclassified Torque teno virus 3 strain	W162	28400284
AY695933.1	5723	545	15	0.42472637	0.0922879	"Carrot red leaf virus strain UK-1, complete genome"	66200	Viruses	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Carrot red leaf virus	unclassified Carrot red leaf virus subspecies/strain	unclassified Carrot red leaf virus strain	W162	28400284
AY720891.1	6723	2982	318	7.5393276	1.66549	"Human astrovirus type 4 strain Dresden, complete genome"	35300	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 4	Human astrovirus 4	W162	28400284
AY855068.1	752	213	2	0.64451826	0.0936461	"Human rotavirus G10 truncated NSP4 protein gene, complete cds"	263595	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G10	Rotavirus G10	W162	28400284
BK000410.1	34094	2063	13	0.06360476	0.0134259	"TPA: Porcine adenovirus 3, complete genome"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	W162	28400284
CY018549.1	1847	150	1	0.08839128	0.0190638	"Influenza B virus (B/Hong Kong/70/1996) segment 4, complete sequence"	416645	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Hong Kong/70/1996)	Influenza B virus (B/Hong Kong/70/1996)	W162	28400284
CY018555.1	2332	142	2	0.12878093	0.030198	"Influenza B virus (B/Hong Kong/70/1996) segment 1, complete sequence"	416645	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Hong Kong/70/1996)	Influenza B virus (B/Hong Kong/70/1996)	W162	28400284
CY045584.1	1551	243	2	0.21413276	0.0454041	Influenza A virus (A/swine/Texas/008648/2008(H1N2)) segment 5 sequence	670134	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Texas/008648/2008(H1N2))	Influenza A virus (A/swine/Texas/008648/2008(H1N2))	W162	28400284
CY107827.1	1764	150	1	0.05204461	0.0199608	"Influenza A virus (A/swine/Korea/1130/2009(H1N2)) hemagglutinin (HA) gene, complete cds"	1141720	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Korea/1130/2009(H1N2))	Influenza A virus (A/swine/Korea/1130/2009(H1N2))	W162	28400284
CY159451.1	1442	138	2	0.21284829	0.0488362	"Influenza A virus (A/swine/Colorado/02875/2009(H1N2)) neuraminidase (NA) gene, complete cds"	1425880	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	W162	28400284
CY159455.1	2316	150	1	0.06925208	0.0152033	"Influenza A virus (A/swine/Colorado/02875/2009(H1N2)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1425880	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	Influenza A virus (A/swine/Colorado/02875/2009(H1N2))	W162	28400284
CY187626.1	1737	150	2	0.18903592	0.0405422	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) hemagglutinin (HA) gene, complete cds"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	W162	28400284
CY187631.1	2192	286	2	0.10333007	0.0321267	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) polymerase PA (PA) gene, complete cds; and PA-X gene, complete sequence"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	W162	28400284
CY187632.1	2309	517	4	0.47290412	0.0609977	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	W162	28400284
CY187633.1	2311	548	4	0.27024525	0.0609449	"Influenza A virus (A/Houston/JMM_42/2012(H3N2)) polymerase PB2 (PB2) gene, complete cds"	1383502	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	Influenza A virus (A/Houston/JMM_42/2012(H3N2))	W162	28400284
D14723.1	2363	171	1	0.061906915	0.0149009	Rotavirus sp. FRV64 mRNA for VP4 (VP8 and VP5 region) complete cds	39010	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Feline rotavirus	Feline rotavirus frv-64	Feline rotavirus frv-64	W162	28400284
D38150.1	1567	354	0	0.23570925	0	"Human rotavirus (STRAIN L26) RNA 5 for NSP1, complete cds, strain: L26"	10953	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus (STRAIN L26)	Human rotavirus (STRAIN L26)	W162	28400284
DQ002873.1	6321	2465	98	2.3673635	0.545906	"Penaeus monodon hepandensovirus 1, complete sequence"	1513204	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Hepandensovirus	Decapod hepandensovirus 1	Penaeus monodon hepandensovirus 1	Penaeus monodon hepandensovirus 1	W162	28400284
DQ061053.1	2362	180	1	0.06600361	0.0149072	"Porcine rotavirus A strain 134/04-15 VP4 outer capsid protein gene, complete cds"	334591	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Porcine rotavirus A strain 134/04-15	Porcine rotavirus A strain 134/04-15	W162	28400284
DQ080079.1	7822	150	1	0.019551616	0.00450152	"Human papillomavirus type 68a, complete genome"	338322	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 7	Human papillomavirus type 68a	Human papillomavirus type 68a	W162	28400284
DQ100076.1	1991	149	3	0.24280283	0.0530551	"Duck circovirus isolate 33753-52, complete genome"	324685	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Duck circovirus	unclassified Duck circovirus subspecies/strain	unclassified Duck circovirus strain	W162	28400284
DQ125333.1	7437	1535	33	0.68080145	0.15624	"Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes"	343513	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Angelholm/SW278/2004/SE	Sapovirus Hu/Angelholm/SW278/2004/SE	W162	28400284
DQ172906.1	2063	791	13	1.0590695	0.221882	"Starling circovirus, complete genome"	349370	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Starling circovirus	unclassified Starling circovirus subspecies/strain	unclassified Starling circovirus strain	W162	28400284
DQ280213.1	2286	150	1	0.07022472	0.0154029	"Influenza A virus (A/swine/Ontario/53518/03(H1N1)) polymerase subunit PB2 (PB2) gene, complete cds"	358577	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/swine/Ontario/53518/03(H1N1))	Influenza A virus (A/swine/Ontario/53518/03(H1N1))	W162	28400284
DQ295066.1	7801	416	26	0.5097373	0.117355	"Canine papillomavirus type 3, complete genome"	360397	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Chipapillomavirus	Chipapillomavirus 1	Canis familiaris papillomavirus 3	Canis familiaris papillomavirus 3	W162	28400284
DQ458789.2	20192	19448	4025	29.731415	7.01882	"Nam Dinh virus isolate 02VN178, complete genome"	325676	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	Nam Dinh virus	Nam Dinh virus	W162	28400284
DQ664184.1	3854	293	2	0.07208423	0.0182724	"Mammalian orthoreovirus 2 isolate BYD1 segment L1, complete sequence"	538121	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 2	Mammalian orthoreovirus 2	W162	28400284
DQ915164.2	31076	486	3	0.01409817	0.00339917	"Bovine coronavirus isolate Alpaca, complete genome"	404135	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1	Bovine coronavirus isolate Alpaca	Bovine coronavirus isolate Alpaca	W162	28400284
EF059918.1	750	706	2308	515.99335	108.356	"Human rotavirus G12 strain CAU 195 NSP4 gene, complete cds"	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	W162	28400284
EF059920.1	2359	150	4	0.2716161	0.0597048	"Human rotavirus G12 strain CAU 195 VP4 gene, complete cds"	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	W162	28400284
EF059923.1	2359	2327	6203	431.44547	92.5872	"Human rotavirus G9 strain CAU 202 VP4 gene, complete cds"	42567	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G9	Rotavirus G9	W162	28400284
EF362755.1	7863	552	3	0.07156748	0.0134342	"Human papillomavirus type 2 isolate C1, complete genome"	333751	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 4	Human papillomavirus type 2	Human papillomavirus type 2	W162	28400284
EF395818.1	7260	136	1	0.01912799	0.00484999	"Sus scrofa papillomavirus type 1 isolate variant a, complete genome"	446138	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyodeltapapillomavirus	Dyodeltapapillomavirus 1	Sus scrofa papillomavirus 1	Sus scrofa papillomavirus 1	W162	28400284
EF422221.1	7562	7404	612	13.700351	2.84965	"Human papillomavirus type 107, complete genome"	427343	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	Human papillomavirus 107	Human papillomavirus 107	W162	28400284
EF444549.1	5229	5229	1068	30.742863	7.19167	"WU Polyomavirus strain B0, complete genome"	440266	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus quartihominis	WU Polyomavirus	WU Polyomavirus	W162	28400284
EF467176.1	7326	2049	50	1.1123189	0.240315	"Human papillomavirus type 88, complete genome"	337054	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 5	Human papillomavirus type 88	Human papillomavirus type 88	W162	28400284
EF520287.1	5050	540	19	0.5130612	0.132477	"KI polyomavirus isolate Brisbane 001, complete genome"	1891764	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus tertihominis	unclassified Betapolyomavirus tertihominis subspecies/strain	unclassified Betapolyomavirus tertihominis strain	W162	28400284
EF538882.1	2912	496	12	0.6517017	0.1451	"Torque teno mini virus 12 isolate LIL-y3 ORF2, ORF1, ORF3, and ORF4 genes, complete cds"	2065038	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Betatorquevirus	Torque teno mini virus 12	unclassified Torque teno mini virus 12 subspecies/strain	unclassified Torque teno mini virus 12 strain	W162	28400284
EU030001.1	8406	1039	10	0.19343507	0.0418878	"RD114 retrovirus isolate SC3C, complete genome"	11834	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	RD114 retrovirus	unclassified RD114 retrovirus subspecies/strain	unclassified RD114 retrovirus strain	W162	28400284
EU305613.1	2305	124	10	0.575406	0.152759	"Influenza B virus (B/Guangzhou/01/2007) segment 3, complete sequence"	486176	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Guangzhou/01/2007)	Influenza B virus (B/Guangzhou/01/2007)	W162	28400284
EU305617.1	1190	199	14	1.9653846	0.414246	"Influenza B virus (B/Guangzhou/01/2007) segment 7, complete sequence"	486176	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Guangzhou/01/2007)	Influenza B virus (B/Guangzhou/01/2007)	W162	28400284
