accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,reads_per_million,match,date_parsed,sample_type
GQ180114.1,7378,1262,32,0.66408414,0.152717,"Rattus norvegicus papillomavirus 1 EES-2009, complete genome",664730,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Pipapillomavirus,Pipapillomavirus 2,Rattus norvegicus papillomavirus 1,Rattus norvegicus papillomavirus 1,W162,28400284,1.1267492958873229,16,2025-03-31,Wastewater
GQ246951.1,7597,1309,38,0.8547066,0.176124,"Human papillomavirus type 118 clone K2, complete genome",927771,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 118,human papillomavirus 118,W162,28400284,1.3380147888661957,16,2025-03-31,Wastewater
GQ411199.1,3908,1107,33,1.2961682,0.297329,"Penaeus monodon penstyldensovirus 1 strain IN-07, complete genome",1513226,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Penstyldensovirus,Decapod penstyldensovirus 1,Penaeus monodon penstyldensovirus 1,Penaeus monodon penstyldensovirus 1,W162,28400284,1.1619602113838017,16,2025-03-31,Wastewater
GQ845442.1,7304,4629,161,3.5835896,0.776144,"Human papillomavirus type 120, complete genome",765052,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 120,Human papillomavirus 120,W162,28400284,5.668957394933093,16,2025-03-31,Wastewater
GQ845444.1,7397,6921,499,10.384573,2.37532,"Human papillomavirus type 122, complete genome",765054,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 122,Human papillomavirus 122,W162,28400284,17.570246832742942,16,2025-03-31,Wastewater
GQ845446.1,7489,1855,38,0.80555934,0.178664,"Human papillomavirus type 124, complete genome",765056,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 124,human papillomavirus 124,W162,28400284,1.3380147888661957,16,2025-03-31,Wastewater
GU117634.1,7309,5306,167,3.4777203,0.804518,"Human papillomavirus type 134, complete genome",909333,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,Human papillomavirus 134,Human papillomavirus 134,W162,28400284,5.880222887911966,16,2025-03-31,Wastewater
GU233853.1,7219,715,42,0.89121515,0.204856,"Human papillomavirus type 129, complete genome",931210,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 9,Human papillomavirus type 129,Human papillomavirus type 129,W162,28400284,1.4788584508521112,16,2025-03-31,Wastewater
GU452720.1,3893,3746,614,24.99626,5.55343,"Mosquito densovirus BR/07, complete genome",945962,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Brevidensovirus,Mosquito densovirus BR/07,unclassified Mosquito densovirus BR/07 subspecies/strain,unclassified Mosquito densovirus BR/07 strain,W162,28400284,21.619502114838006,16,2025-03-31,Wastewater
GU937877.1,3302,3251,7083,339.55014,75.5297,"Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,W162,28400284,249.3989144615596,16,2025-03-31,Wastewater
GU937879.1,2591,1952,1243,63.281853,16.892,"Caprine rotavirus A strain GO34 VP3 protein (VP3) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,W162,28400284,43.767167962123196,16,2025-03-31,Wastewater
GU937881.1,1356,1331,4394,574.71063,114.098,"Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,W162,28400284,154.716762691528,16,2025-03-31,Wastewater
GU937884.1,1059,711,57,15.3520355,1.89521,"Caprine rotavirus A strain GO34 NSP2 protein (NSP2) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,W162,28400284,2.0070221832992936,16,2025-03-31,Wastewater
GU937886.1,751,626,209,48.535774,9.79904,"Caprine rotavirus A strain GO34 NSP4 protein (NSP4) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,W162,28400284,7.359081338764077,16,2025-03-31,Wastewater
GU984757.1,1356,848,265,34.881428,6.88119,"Bovine rotavirus A strain 68 VP6 (VP6) gene, complete cds",35333,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Bovine rotavirus A,Bovine rotavirus A,W162,28400284,9.330892606566893,16,2025-03-31,Wastewater
GU984760.1,1062,1007,242,38.723682,8.02358,"Bovine rotavirus A strain 68 VP7 (VP7) gene, complete cds",35333,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Bovine rotavirus A,Bovine rotavirus A,W162,28400284,8.52104155014788,16,2025-03-31,Wastewater
HE963025.1,7443,2144,51,1.6105855,0.241268,"Human papillomavirus type 159 complete genome, isolate SIBX8",1209820,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 159,Human papillomavirus 159,W162,28400284,1.7957566903204207,16,2025-03-31,Wastewater
HF930491.1,7359,2079,67,1.4039395,0.320578,"Human papillomavirus type 174 complete genome, isolate V001",1347832,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 174,Human papillomavirus 174,W162,28400284,2.359131338264082,16,2025-03-31,Wastewater
HG421739.1,7228,2677,87,1.8420458,0.423817,"Human papillomavirus type 179 complete genome, isolate SIBX16",1472342,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 15,Human papillomavirus 179,Human papillomavirus 179,W162,28400284,3.063349648193659,16,2025-03-31,Wastewater
HG793809.1,7996,1428,58,1.0485598,0.255407,"Human papillomavirus type 6 complete genome, isolate 1",31552,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10,Human papillomavirus type 6,Human papillomavirus type 6,W162,28400284,2.042233098795773,16,2025-03-31,Wastewater
HM011556.1,5387,5387,4484,127.270195,29.3087,"Merkel cell polyomavirus isolate R17b, complete genome",493803,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Alphapolyomavirus quintihominis,Merkel cell polyomavirus,Merkel cell polyomavirus,W162,28400284,157.8857450862111,16,2025-03-31,Wastewater
HM011560.1,4926,4197,394,12.238275,2.8163,"Polyomavirus HPyV6 isolate 607a, complete genome",746830,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus sextihominis,Human polyomavirus 6,Human polyomavirus 6,W162,28400284,13.873100705612663,16,2025-03-31,Wastewater
HM011566.1,4952,2959,148,4.9650145,1.05235,"Polyomavirus HPyV7 isolate 713a, complete genome",746831,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus septihominis,Human polyomavirus 7,Human polyomavirus 7,W162,28400284,5.211215493478868,16,2025-03-31,Wastewater
HM049560.1,35203,801,143,0.5842296,0.143032,"Murine adenovirus 2 isolate K87, complete genome",931972,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Murine mastadenovirus B,Murine adenovirus 2,Murine adenovirus 2,W162,28400284,5.035160915996474,16,2025-03-31,Wastewater
HM590588.1,2383,1431,100,5.9592476,1.47759,"Avian gyrovirus 2, complete genome",1002273,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Anelloviridae,Gyrovirus,Gyrovirus galga1,Avian gyrovirus 2,Avian gyrovirus 2,W162,28400284,3.521091549647884,16,2025-03-31,Wastewater
HM999987.1,7293,2782,46,1.0188997,0.22209,"Human papillomavirus type 135 isolate NJ3500, complete genome",1070408,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 15,Human papillomavirus 135,Human papillomavirus 135,W162,28400284,1.6197021128380267,16,2025-03-31,Wastewater
HM999988.1,7319,1933,53,1.1922165,0.254977,"Human papillomavirus type 136 isolate CL3865, complete genome",1070409,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,Human papillomavirus 136,Human papillomavirus 136,W162,28400284,1.8661785213133784,16,2025-03-31,Wastewater
HM999991.1,7360,1223,31,0.6851595,0.148307,"Human papillomavirus type 139 isolate GH1646, complete genome",1070412,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,Human papillomavirus 139,Human papillomavirus 139,W162,28400284,1.091538380390844,16,2025-03-31,Wastewater
HM999994.1,7374,2045,63,1.3539591,0.300826,"Human papillomavirus type 142 isolate GH1302, complete genome",1070415,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 10,Human papillomavirus 142,Human papillomavirus 142,W162,28400284,2.2182876762781665,16,2025-03-31,Wastewater
HM999995.1,7715,1512,50,1.0339723,0.228198,"Human papillomavirus type 143 isolate CL3220, complete genome",1070416,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus 143,Human papillomavirus 143,W162,28400284,1.760545774823942,16,2025-03-31,Wastewater
HM999997.1,7375,4709,128,2.843045,0.611118,"Human papillomavirus type 145 isolate CL4112, complete genome",1070418,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 145,Human papillomavirus 145,W162,28400284,4.5069971835492915,16,2025-03-31,Wastewater
HM999999.1,7224,1449,35,0.7257563,0.170596,"Human papillomavirus type 147 isolate GH659, complete genome",1070420,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 8,human papillomavirus 147,human papillomavirus 147,W162,28400284,1.2323820423767593,16,2025-03-31,Wastewater
HQ291308.1,5267,2839,341,10.11921,2.27965,"Porcine bocavirus H18, partial genome",1511887,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 4,Porcine bocavirus H18,Porcine bocavirus H18,W162,28400284,12.006922184299285,16,2025-03-31,Wastewater
HQ625441.1,7724,7211,627,12.374967,2.85827,"Rattus norvegicus papillomavirus 2, complete genome",1036965,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Iotapapillomavirus,Iotapapillomavirus 1,Rattus norvegicus papillomavirus 2,Rattus norvegicus papillomavirus 2,W162,28400284,22.07724401629223,16,2025-03-31,Wastewater
J02226.1,5130,5091,81315,2428.263,558.124,JC virus complete genome,10632,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus secuhominis,JC polyomavirus,JC polyomavirus,W162,28400284,2863.175593596177,16,2025-03-31,Wastewater
J02275.1,5149,1230,37,1.3480697,0.253021,"Minute virus of mice, complete genome",10794,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 1,Minute virus of mice,Minute virus of mice,W162,28400284,1.302803873369717,16,2025-03-31,Wastewater
JN254802.1,36711,5794,239,1.0024617,0.229234,"Chimpanzee adenovirus Y25, complete genome",1123958,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus E,Chimpanzee adenovirus Y25,Chimpanzee adenovirus Y25,W162,28400284,8.415408803658442,16,2025-03-31,Wastewater
JN542510.1,7404,1705,93,1.9583678,0.442276,"Human coxsackievirus A22 strain 438913, complete genome",42783,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus C,Coxsackievirus A22,Coxsackievirus A22,W162,28400284,3.2746151411725317,16,2025-03-31,Wastewater
JN648103.1,5413,4338,365,10.255748,2.37428,"Canine bocavirus 1 isolate Con-161, complete genome",1511885,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Carnivore bocaparvovirus 2,Canine bocavirus 1,Canine bocavirus 1,W162,28400284,12.851984156214776,16,2025-03-31,Wastewater
JQ692585.1,5331,3935,162,4.6780543,1.07,"Feline bocavirus strain HK797F, complete genome",1174530,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Carnivore bocaparvovirus 3,Feline bocavirus,Feline bocavirus,W162,28400284,5.704168310429572,16,2025-03-31,Wastewater
JQ898291.1,4927,2630,60,1.889889,0.428791,"MW polyomavirus strain MA095, complete genome",1203539,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,MW polyomavirus,MW polyomavirus,W162,28400284,2.1126549297887305,16,2025-03-31,Wastewater
JQ911594.1,7696,2297,62,1.1570368,0.283664,"Norovirus Hu/GI/10360/2010/VNM, complete genome",1175308,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Norovirus Hu/GI/10360/2010/VNM,Norovirus Hu/GI/10360/2010/VNM,W162,28400284,2.183076760781688,16,2025-03-31,Wastewater
JX195074.1,3302,1938,111,5.656409,1.18365,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 1, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W162,28400284,3.908411620109151,16,2025-03-31,Wastewater
JX195075.1,2735,1010,31,2.4947777,0.3991,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 2, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W162,28400284,1.091538380390844,16,2025-03-31,Wastewater
JX195076.1,2591,2551,1763,112.57067,23.9586,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 3, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W162,28400284,62.07684402029219,16,2025-03-31,Wastewater
JX195078.1,1356,1344,1044,135.47926,27.1093,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 6, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W162,28400284,36.760195778323904,16,2025-03-31,Wastewater
JX195080.1,1567,1531,1042,118.474945,23.414,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 5, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W162,28400284,36.68977394733095,16,2025-03-31,Wastewater
JX195081.1,1059,1049,192,29.432343,6.38385,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 8, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W162,28400284,6.760495775323937,16,2025-03-31,Wastewater
JX195082.1,1074,558,100,17.136364,3.27848,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 7, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W162,28400284,3.521091549647884,16,2025-03-31,Wastewater
JX195084.1,664,562,42,12.548638,2.2272,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 11, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W162,28400284,1.4788584508521112,16,2025-03-31,Wastewater
JX262162.1,4939,4542,215,6.774483,1.53277,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,W162,28400284,7.57034683174295,16,2025-03-31,Wastewater
JX413105.1,7252,1256,38,0.7820332,0.184503,"Human papillomavirus type 169 isolate KC6, complete genome",1315260,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 11,Human papillomavirus 169,Human papillomavirus 169,W162,28400284,1.3380147888661957,16,2025-03-31,Wastewater
JX429973.1,7329,1534,36,0.7321354,0.172956,"Human papillomavirus type 156 isolate GC01, complete genome",1248396,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 18,Human papillomavirus type 156,Human papillomavirus type 156,W162,28400284,1.2675929578732381,16,2025-03-31,Wastewater
JX444072.1,7129,951,29,0.55609685,0.143234,"Human papillomavirus type 165 isolate KC7, complete genome",1315266,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 12,Human papillomavirus 165,Human papillomavirus 165,W162,28400284,1.0211165493978864,16,2025-03-31,Wastewater
JX896321.1,5805,1939,38,1.0454465,0.230494,"Porcine parvovirus 5 isolate IA469 clone 1, complete genome",1241957,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Porcine parvovirus 5,unclassified Porcine parvovirus 5 subspecies/strain,unclassified Porcine parvovirus 5 strain,W162,28400284,1.3380147888661957,16,2025-03-31,Wastewater
KC108721.1,7226,1137,35,0.6989825,0.170548,"Human papillomavirus type 175 isolate SE87, complete genome",1434782,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 23,Human papillomavirus 175,Human papillomavirus 175,W162,28400284,1.2323820423767593,16,2025-03-31,Wastewater
KC241982.1,2063,1315,82,6.3695765,1.39956,"Canine circovirus isolate UCD1-1698, complete genome",1194757,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Canine circovirus,unclassified Canine circovirus subspecies/strain,unclassified Canine circovirus strain,W162,28400284,2.8872950707112643,16,2025-03-31,Wastewater
KC782514.2,1566,1557,3615,389.7945,81.2819,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP1 (NSP1) gene, complete cds",1349389,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A human-wt/USA/LB1562/2010/G9P4,Rotavirus A human-wt/USA/LB1562/2010/G9P4,W162,28400284,127.28745951977099,16,2025-03-31,Wastewater
